nom du fichier;temps_debut;temps_fin;frequence_mediane;tadarida_taxon;tadarida_probabilite;tadarida_taxon_autre;observateur_taxon;observateur_probabilite;validateur_taxon;validateur_probabilite
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_214510_000;0.0;0.1;95.0;noise;0.86;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_214510_000;0.0;0.1;52.0;Pippip;0.51;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_214515_000;0.0;4.5;153.0;noise;0.91;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_214515_000;0.0;4.4;54.0;Pippip;0.99;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_214521_000;0.2;2.5;153.0;noise;0.95;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_214521_000;0.0;2.5;52.0;Pippip;0.99;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_214524_000;0.0;4.6;153.0;noise;0.96;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_214524_000;0.0;4.7;55.0;Pippip;0.99;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_214530_000;0.0;2.9;153.0;noise;0.92;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_214530_000;0.0;2.7;52.0;Pippip;0.99;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_214535_000;0.4;2.0;153.0;noise;0.98;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_214535_000;0.0;2.1;55.0;Pippip;0.98;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_214537_000;0.0;5.0;153.0;noise;0.94;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_214537_000;0.0;4.5;53.0;Pippip;0.99;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_214543_000;0.3;2.0;153.0;noise;0.97;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_214543_000;0.0;1.5;54.0;Pippip;0.9;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_214548_000;0.4;5.0;153.0;noise;0.95;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_214548_000;0.0;5.0;90.0;Pippip;0.94;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_214553_000;0.0;5.0;153.0;noise;0.92;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_214553_000;0.0;3.9;98.0;Pippip;0.93;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_214558_000;0.0;0.7;154.0;noise;0.94;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_214558_000;0.3;0.4;12.0;piaf;0.04;Tetvir;"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_214608_000;0.2;4.9;153.0;noise;0.94;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_214608_000;0.0;5.0;76.0;Pippip;0.95;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_214613_000;0.0;5.0;153.0;noise;0.95;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_214613_000;0.0;5.0;99.0;Pippip;0.96;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_214618_000;0.1;4.9;153.0;noise;0.98;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_214618_000;0.0;5.0;76.0;Pippip;0.97;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_214623_000;0.0;4.9;154.0;noise;0.97;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_214623_000;0.0;5.0;90.0;Pippip;0.89;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_214628_000;0.8;3.4;38.0;Leppun;0.04;Yerray, Tetvir, Pipkuh;"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_214628_000;0.1;5.0;153.0;noise;0.98;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_214628_000;0.0;5.0;99.0;Pippip;0.94;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_214633_000;0.1;4.9;153.0;noise;0.98;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_214633_000;0.0;5.0;100.0;Pippip;0.96;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_214638_000;0.0;0.1;135.0;noise;0.96;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_214704_000;0.4;5.0;154.0;noise;0.86;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_214704_000;0.3;5.0;56.0;Pippip;0.98;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_214709_000;0.0;5.0;153.0;noise;0.97;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_214709_000;0.1;5.0;94.0;Pippip;0.97;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_214714_000;0.0;4.9;153.0;noise;0.91;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_214714_000;2.1;3.9;13.0;piaf;0.05;Tetvir;"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_214714_000;0.0;5.0;50.0;Pippip;0.98;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_214719_000;0.0;5.0;153.0;noise;0.9;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_214719_000;0.0;5.0;90.0;Pippip;0.94;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_214724_000;0.0;5.0;153.0;noise;0.98;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_214724_000;0.0;5.0;52.0;Pippip;0.97;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_214729_000;0.1;2.5;153.0;noise;0.95;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_214729_000;0.0;2.6;51.0;Pippip;0.99;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_214746_000;0.3;2.1;153.0;noise;0.97;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_214939_000;0.1;2.9;153.0;noise;0.88;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_214939_000;0.3;0.9;22.0;Nyclei;0.99;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_214954_000;0.3;2.9;153.0;noise;0.89;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_214954_000;0.3;1.0;23.0;Nyclei;0.98;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_214959_000;0.4;2.0;153.0;noise;0.97;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_214959_000;0.3;0.7;21.0;Nyclei;0.95;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_215153_000;0.4;5.0;153.0;noise;0.9;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_215153_000;0.0;4.9;43.0;Pipnat;0.6;Pipkuh;"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_215158_000;0.0;5.0;153.0;noise;0.82;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_215158_000;0.0;3.7;39.0;Pipnat;0.72;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_215203_000;0.0;0.3;153.0;noise;0.98;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_215318_000;0.1;2.1;153.0;noise;0.9;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_215414_000;0.1;5.0;153.0;noise;0.93;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_215414_000;0.2;5.0;100.0;Pippip;0.96;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_215419_000;0.0;3.0;154.0;noise;0.96;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_215419_000;0.1;3.1;52.0;Pippip;0.99;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_215507_000;0.3;2.0;153.0;noise;0.98;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_215516_000;0.0;5.0;153.0;noise;0.96;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_215516_000;0.1;5.0;50.0;Pippip;0.98;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_215521_000;0.0;3.2;153.0;noise;0.96;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_215521_000;0.0;3.1;48.0;Pippip;0.98;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_215558_000;4.0;5.0;29.0;Leppun;0.04;Yerray, Tetvir, Pippip, Phogri;"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_215558_000;0.2;4.8;153.0;noise;0.87;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_215558_000;0.0;5.0;47.0;Pipkuh;0.88;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_215603_000;0.0;3.1;31.0;Leppun;0.04;Yposp, Tetvir, Pippip;"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_215603_000;0.0;5.0;153.0;noise;0.87;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_215603_000;0.0;5.0;45.0;Pipkuh;0.94;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_215608_000;0.2;2.6;153.0;noise;0.9;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_215608_000;0.0;2.6;43.0;Pipkuh;0.97;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_215635_000;0.0;5.0;153.0;noise;0.97;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_215635_000;0.0;5.0;54.0;Pippip;0.98;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_215640_000;0.0;4.9;153.0;noise;0.96;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_215640_000;1.0;1.3;43.0;Pipkuh;0.73;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_215640_000;0.0;5.0;58.0;Pippip;0.99;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_215645_000;0.0;2.0;153.0;noise;0.85;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_215645_000;0.0;2.0;44.0;Pipkuh;0.94;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_215645_000;0.1;1.0;46.0;Pippip;0.97;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_215657_000;0.4;5.0;153.0;noise;0.82;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_215657_000;0.0;5.0;51.0;Pipkuh;0.81;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_215702_000;0.0;5.0;153.0;noise;0.91;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_215702_000;0.0;4.9;46.0;Pipkuh;0.91;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_215707_000;0.0;1.6;153.0;noise;0.88;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_215707_000;0.0;0.6;43.0;Pipkuh;0.9;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_215843_000;0.4;2.0;154.0;noise;0.78;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_215843_000;0.1;0.5;25.0;Nyclei;0.99;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_215843_000;1.1;1.2;51.0;Pippip;0.72;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_215931_000;0.4;5.0;154.0;noise;0.83;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_215931_000;0.0;5.0;51.0;Pippip;0.99;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_215936_000;0.0;1.0;154.0;noise;0.98;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_215936_000;0.3;0.4;50.0;Pippip;0.93;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220034_000;0.4;2.4;153.0;noise;0.95;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220048_000;0.3;4.3;154.0;noise;0.91;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220048_000;0.0;4.2;53.0;Minsch;0.74;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220156_000;0.2;2.0;153.0;noise;0.94;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220204_000;0.3;2.0;154.0;noise;0.95;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220207_000;0.1;2.4;153.0;noise;0.97;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220230_000;0.4;2.0;154.0;noise;0.94;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220230_000;0.0;1.8;46.0;Pipkuh;0.94;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220230_000;0.9;1.9;51.0;Pippip;0.95;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220235_000;0.2;2.5;154.0;noise;0.91;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220235_000;0.0;2.4;64.0;Pippip;0.97;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220302_000;0.0;5.0;152.0;noise;0.97;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220302_000;0.0;5.0;100.0;Pippip;0.85;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220307_000;1.7;1.8;38.0;Leppun;0.11;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220307_000;0.0;5.0;153.0;noise;0.98;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220307_000;0.0;4.7;97.0;Pippip;0.98;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220312_000;0.0;0.4;153.0;noise;0.96;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220312_000;0.0;0.1;50.0;Pippip;0.71;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220421_000;0.2;5.0;153.0;noise;0.97;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220421_000;0.0;5.0;88.0;Pippip;0.95;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220426_000;0.0;5.0;153.0;noise;0.95;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220426_000;0.0;5.0;98.0;Pippip;0.91;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220426_000;2.4;3.9;37.0;Yerray;0.64;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220431_000;0.0;4.8;153.0;noise;0.98;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220431_000;0.0;5.0;97.0;Pippip;0.97;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220436_000;0.1;5.0;153.0;noise;0.99;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220436_000;0.0;5.0;100.0;Pippip;0.96;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220441_000;3.0;4.5;39.0;Leppun;0.05;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220441_000;0.0;5.0;153.0;noise;0.97;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220441_000;0.0;5.0;102.0;Pippip;0.94;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220446_000;0.0;5.0;153.0;noise;0.98;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220446_000;0.0;5.0;99.0;Pippip;0.93;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220451_000;0.0;0.1;98.0;noise;0.96;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220456_000;0.0;1.5;154.0;noise;0.97;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220505_000;0.0;4.9;153.0;noise;0.79;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220505_000;0.0;5.0;56.0;Pippip;0.96;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220510_000;0.0;0.2;153.0;noise;0.97;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220519_000;0.4;5.0;153.0;noise;0.98;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220519_000;0.2;5.0;99.0;Pippip;0.97;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220524_000;0.0;4.0;153.0;noise;0.98;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220524_000;0.0;4.0;61.0;Pippip;0.98;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220528_000;0.0;5.0;153.0;noise;0.97;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220528_000;0.0;5.0;100.0;Pippip;0.96;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220533_000;0.0;2.8;153.0;noise;0.93;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220533_000;0.0;2.0;56.0;Pippip;0.98;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220553_000;0.4;5.0;154.0;noise;0.95;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220553_000;0.0;4.9;76.0;Pippip;0.96;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220558_000;0.0;2.6;154.0;noise;0.95;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220558_000;0.0;2.3;54.0;Pippip;0.99;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220710_000;0.4;2.1;153.0;noise;0.9;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220710_000;0.3;2.0;21.0;Phanan;0.04;Tetvir, Pippip, Phogri;"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220712_000;0.3;5.0;153.0;noise;0.93;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220712_000;0.3;5.0;59.0;Pippip;0.92;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220717_000;0.1;5.0;153.0;noise;0.99;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220717_000;0.0;5.0;100.0;Pippip;0.95;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220722_000;0.0;5.0;154.0;noise;0.93;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220722_000;0.0;5.0;52.0;Pippip;0.99;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220727_000;0.0;0.7;153.0;noise;0.96;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220727_000;0.0;0.9;50.0;Pippip;0.99;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220757_000;0.4;5.0;153.0;noise;0.96;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220757_000;0.0;5.0;96.0;Pippip;0.96;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220802_000;0.0;0.2;36.0;Leppun;0.08;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220802_000;0.0;4.9;154.0;noise;0.96;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220802_000;0.0;4.4;53.0;Pippip;0.99;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220835_000;4.0;4.2;37.0;Leppun;0.06;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220835_000;0.0;5.0;154.0;noise;0.96;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220835_000;0.0;5.0;65.0;Pippip;0.98;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220840_000;0.0;3.1;153.0;noise;0.96;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220840_000;0.0;2.6;55.0;Pippip;0.98;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220908_000;0.4;5.0;153.0;noise;0.93;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220908_000;0.1;5.0;100.0;Pippip;0.96;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220913_000;0.0;3.5;154.0;noise;0.96;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220913_000;0.1;3.2;56.0;Pippip;0.98;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220933_000;0.0;2.1;153.0;noise;0.9;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220933_000;0.3;0.4;19.0;piaf;0.03;Tetvir;"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220933_000;1.9;2.1;55.0;Pippip;0.11;Pippyg;"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220935_000;2.2;2.3;35.0;Leppun;0.05;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220935_000;0.0;4.9;153.0;noise;0.96;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220935_000;0.0;5.0;99.0;Pippip;0.95;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220940_000;0.0;5.0;154.0;noise;0.98;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220940_000;0.0;5.0;97.0;Pippip;0.97;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220945_000;0.0;1.4;154.0;noise;0.93;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_220945_000;0.0;1.3;52.0;Pippip;0.97;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_221028_000;0.4;5.0;153.0;noise;0.97;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_221028_000;0.0;5.0;90.0;Pippip;0.98;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_221033_000;0.1;5.0;153.0;noise;0.99;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_221033_000;0.0;5.0;95.0;Pippip;0.96;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_221038_000;0.0;3.2;153.0;noise;0.95;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_221038_000;0.0;2.4;52.0;Pippip;0.99;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_221144_000;0.3;2.4;153.0;noise;0.87;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_221144_000;0.3;0.7;23.0;Nyclei;0.99;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_221149_000;0.4;2.1;153.0;noise;0.93;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_221149_000;0.3;0.9;22.0;Nyclei;0.99;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_221217_000;0.4;5.0;153.0;noise;0.96;"""";"""";"""";"""";""""
