nom du fichier;temps_debut;temps_fin;frequence_mediane;tadarida_taxon;tadarida_probabilite;tadarida_taxon_autre;observateur_taxon;observateur_probabilite;validateur_taxon;validateur_probabilite
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230358_000;0.0;5.0;153.0;noise;0.91;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230358_000;1.5;5.0;101.0;Pippip;0.86;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230358_000;0.3;4.1;14.0;Tadten;0.03;Tetvir, Pipkuh, Phogri, Phanan, Nyclei;"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230403_000;0.2;4.7;153.0;noise;0.94;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230403_000;0.0;4.2;62.0;Pippip;0.97;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230403_000;0.2;2.8;14.0;Phogri;0.04;Tetvir, Tadten, Pipkuh, Phanan;"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230410_000;0.3;4.4;153.0;noise;0.94;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230410_000;1.5;2.6;12.0;piaf;0.03;Tetvir, Pippip;"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230414_000;0.4;5.0;153.0;noise;0.72;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230414_000;0.3;4.3;14.0;Tadten;0.08;Nyclei;"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230419_000;0.0;5.0;153.0;noise;0.91;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230419_000;0.3;5.0;14.0;Tadten;0.04;Nyclei, Tetvir, Pipkuh, piaf, Phogri;"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230424_000;0.0;5.0;153.0;noise;0.96;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230424_000;3.9;4.9;52.0;Pippip;0.95;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230424_000;0.0;3.9;14.0;Tadten;0.03;Tetvir, Pipkuh, Phogri, Phanan, Leppun;"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230429_000;0.0;0.8;154.0;noise;0.97;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230430_000;0.0;2.4;154.0;noise;0.94;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230430_000;0.4;1.1;50.0;Pippip;0.85;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230435_000;0.0;4.3;17.0;noise;0.81;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230435_000;0.4;5.0;154.0;Rhihip;0.22;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230435_000;0.3;4.3;14.0;Tadten;0.05;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230440_000;0.0;1.2;154.0;noise;0.95;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230442_000;3.8;3.9;39.0;Leppun;0.07;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230442_000;0.3;5.0;154.0;noise;0.78;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230442_000;0.1;0.2;49.0;Pippip;0.7;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230442_000;0.4;3.1;14.0;Phogri;0.03;Phanan, Tetvir, Tadten, Pipkuh;"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230447_000;0.4;5.0;153.0;noise;0.87;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230447_000;0.3;4.1;14.0;Tadten;0.16;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230452_000;0.1;4.9;153.0;noise;0.86;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230452_000;0.0;3.5;10.0;piaf;0.05;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230452_000;1.4;4.8;51.0;Pippip;0.9;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230457_000;0.0;5.0;153.0;noise;0.97;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230457_000;0.4;3.5;14.0;Tetvir;0.02;Tadten, Pippip, Pipkuh, Phogri, Yposp, Yerray, Yerbey, Vesmur, Urosp, Tyllil, Thycor, Tetpyg, Tetarg, Testes, Sepsep, Rusnit, Roeroe, Rhihip, Rhifer, Rhieur, Rhasp, Ratnor, Plemac, Pleaus, Pleaur, Plasab, Plaint, Plafal, Plaalb, Plaaff, Pippyg, Pipnat, piaf, Phofem, Phanan, Phafal, Nycnoc, Nyclei, Nyclas, Myonat, Myomys, MyoGT, Myoema, Myodau, Myogla, Myocap, Myobec, Myoalc, Mussp, Minsch, Mimasp, Micagr, Metbra, mamm, Leppun, Lepbos, Lepalb, Lamsp., Isopyr, Inssp8, Inssp7, Inssp5, Insp12, Insp11, Insp10, Hypsav, gril, Eupsp, Eptser, Eptnil, Epheph, Decalb, Cyrscu, Cympud, criq, Confus, Tetarg, Barfis, Barbar, Antsp, amph;"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230502_000;0.0;5.0;153.0;noise;0.82;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230502_000;0.0;3.3;15.0;Tadten;0.04;Nyclei, Tetvir, Pipkuh, Phogri, Phanan;"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230507_000;0.0;0.2;154.0;noise;0.98;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230510_000;3.7;3.9;14.0;amph;0.97;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230510_000;0.4;5.0;153.0;noise;0.85;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230510_000;2.5;2.7;14.0;Phanan;0.05;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230510_000;2.4;2.6;11.0;Tadten;0.03;Tetvir, Pipkuh, Nyclei;"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230515_000;0.0;3.7;154.0;noise;0.84;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230515_000;0.0;1.8;14.0;Tadten;0.07;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230519_000;0.1;5.0;154.0;noise;0.89;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230519_000;0.4;3.9;14.0;Phogri;0.03;Tetvir, Pippip, Phanan, Nyclei;"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230519_000;0.3;0.5;11.0;piaf;0.04;Tetvir;"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230524_000;0.0;0.8;153.0;noise;0.98;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230526_000;0.1;5.0;154.0;noise;0.89;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230526_000;0.4;3.4;14.0;Tetvir;0.02;Tadten, Pipkuh, piaf, Phogri, Phanan, Yposp, Yerray, Yerbey, Vesmur, Urosp, Tyllil, Thycor, Tetpyg, Tetarg, Testes, Sepsep, Rusnit, Roeroe, Rhihip, Rhifer, Rhieur, Rhasp, Ratnor, Plemac, Pleaus, Pleaur, Plasab, Plaint, Plafal, Plaalb, Plaaff, Pippyg, Pippip, Pipnat, Phofem, Phafal, Nycnoc, Nyclei, Nyclas, Myonat, Myomys, MyoGT, Myoema, Myodau, Myogla, Myocap, Myobec, Myoalc, Mussp, Minsch, Mimasp, Micagr, Metbra, mamm, Leppun, Lepbos, Lepalb, Lamsp., Isopyr, Inssp8, Inssp7, Inssp5, Insp12, Insp11, Insp10, Hypsav, gril, Eupsp, Eptser, Eptnil, Epheph, Decalb, Cyrscu, Cympud, criq, Confus, Tetarg, Barfis, Barbar, Antsp, amph;"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230531_000;0.1;0.3;154.0;noise;0.97;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230539_000;2.9;5.0;52.0;Pippip;0.16;Minsch;"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230539_000;0.3;4.9;153.0;noise;0.86;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230539_000;0.4;4.3;14.0;Tadten;0.06;Phanan;"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230544_000;0.0;1.2;153.0;noise;0.97;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230544_000;0.0;0.7;54.0;Pippip;0.95;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230546_000;0.4;5.0;153.0;noise;0.94;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230546_000;0.0;5.0;61.0;Pippip;0.94;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230551_000;0.0;3.7;153.0;noise;0.94;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230551_000;0.0;3.7;54.0;Pippip;0.23;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230556_000;0.4;2.1;153.0;noise;0.97;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230556_000;0.3;0.5;11.0;piaf;0.07;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230558_000;0.4;3.7;153.0;noise;0.91;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230558_000;0.3;1.9;14.0;Tetvir;0.02;Tadten, Pippip, Pipkuh, Nyclei, Yposp, Yerray, Yerbey, Vesmur, Urosp, Tyllil, Thycor, Tetpyg, Tetarg, Testes, Sepsep, Rusnit, Roeroe, Rhihip, Rhifer, Rhieur, Rhasp, Ratnor, Plemac, Pleaus, Pleaur, Plasab, Plaint, Plafal, Plaalb, Plaaff, Pippyg, Pipnat, piaf, Phogri, Phofem, Phanan, Phafal, Nycnoc, Nyclas, Myonat, Myomys, MyoGT, Myoema, Myodau, Myogla, Myocap, Myobec, Myoalc, Mussp, Minsch, Mimasp, Micagr, Metbra, mamm, Leppun, Lepbos, Lepalb, Lamsp., Isopyr, Inssp8, Inssp7, Inssp5, Insp12, Insp11, Insp10, Hypsav, gril, Eupsp, Eptser, Eptnil, Epheph, Decalb, Cyrscu, Cympud, criq, Confus, Tetarg, Barfis, Barbar, Antsp, amph;"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230604_000;0.3;2.4;154.0;noise;0.92;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230604_000;1.7;1.8;49.0;Pippip;0.62;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230609_000;0.1;4.4;25.0;noise;0.85;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230609_000;0.4;5.0;154.0;Rusnit;0.08;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230609_000;0.3;4.2;14.0;Tadten;0.03;Tetvir, Pippip, Pipkuh, Phogri, Nyclei;"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230614_000;0.0;1.0;153.0;noise;0.98;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230614_000;0.2;1.0;52.0;Pippip;0.84;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230617_000;0.4;5.0;153.0;noise;0.94;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230617_000;0.3;5.0;14.0;Nyclei;0.27;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230617_000;0.4;5.0;14.0;Phogri;0.04;Tetvir, Eupsp, amph, piaf, Epheph;"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230617_000;0.2;5.0;75.0;Pippip;0.93;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230622_000;0.0;5.0;153.0;noise;0.85;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230622_000;0.1;2.1;57.0;Pippip;0.91;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230627_000;0.0;1.6;153.0;noise;0.98;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230628_000;0.0;4.9;52.0;noise;0.78;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230628_000;0.0;5.0;154.0;Rusnit;0.06;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230633_000;0.0;5.0;153.0;noise;0.98;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230633_000;0.6;3.0;11.0;Nyclei;0.05;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230633_000;1.7;4.1;14.0;Tetvir;0.03;Pipkuh, Phogri;"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230638_000;0.0;1.0;154.0;noise;0.97;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230640_000;0.3;2.4;153.0;noise;0.95;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230642_000;0.0;5.0;154.0;noise;0.89;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230642_000;0.0;4.9;14.0;Tetvir;0.04;Phogri, Phanan;"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230642_000;0.0;5.0;96.0;Pippip;0.95;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230647_000;0.0;3.3;153.0;noise;0.92;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230647_000;1.3;1.4;14.0;Tetvir;0.02;Phogri, Yposp, Yerray, Yerbey, Vesmur, Urosp, Tyllil, Thycor, Tetpyg, Tetarg, Testes, Tadten, Sepsep, Rusnit, Roeroe, Rhihip, Rhifer, Rhieur, Rhasp, Ratnor, Plemac, Pleaus, Pleaur, Plasab, Plaint, Plafal, Plaalb, Plaaff, Pippyg, Pipnat, Pipkuh, piaf, Phofem, Phanan, Phafal, Nycnoc, Nyclei, Nyclas, Myonat, Myomys, MyoGT, Myoema, Myodau, Myogla, Myocap, Myobec, Myoalc, Mussp, Minsch, Mimasp, Micagr, Metbra, mamm, Leppun, Lepbos, Lepalb, Lamsp., Isopyr, Inssp8, Inssp7, Inssp5, Insp12, Insp11, Insp10, Hypsav, gril, Eupsp, Eptser, Eptnil, Epheph, Decalb, Cyrscu, Cympud, criq, Confus, Tetarg, Barfis, Barbar, Antsp, amph;"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230647_000;0.2;2.9;52.0;Pippip;0.98;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230651_000;0.3;2.4;154.0;noise;0.94;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230653_000;0.0;5.0;153.0;noise;0.89;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230653_000;0.1;4.7;14.0;Phogri;0.04;Phanan, Tetvir, Pippip, Epheph;"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230658_000;0.0;1.6;153.0;noise;0.88;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230702_000;0.4;5.0;153.0;noise;0.88;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230702_000;0.3;4.3;11.0;Tetvir;0.02;Tadten, Pipkuh, Phogri, Yposp, Yerray, Yerbey, Vesmur, Urosp, Tyllil, Thycor, Tetpyg, Tetarg, Testes, Sepsep, Rusnit, Roeroe, Rhihip, Rhifer, Rhieur, Rhasp, Ratnor, Plemac, Pleaus, Pleaur, Plasab, Plaint, Plafal, Plaalb, Plaaff, Pippyg, Pippip, Pipnat, piaf, Phofem, Phanan, Phafal, Nycnoc, Nyclei, Nyclas, Myonat, Myomys, MyoGT, Myoema, Myodau, Myogla, Myocap, Myobec, Myoalc, Mussp, Minsch, Mimasp, Micagr, Metbra, mamm, Leppun, Lepbos, Lepalb, Lamsp., Isopyr, Inssp8, Inssp7, Inssp5, Insp12, Insp11, Insp10, Hypsav, gril, Eupsp, Eptser, Eptnil, Epheph, Decalb, Cyrscu, Cympud, criq, Confus, Tetarg, Barfis, Barbar, Antsp, amph;"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230707_000;0.1;5.0;153.0;noise;0.97;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230707_000;0.7;0.8;14.0;Tetvir;0.02;Tadten, Pipkuh, Phogri, Yposp, Yerray, Yerbey, Vesmur, Urosp, Tyllil, Thycor, Tetpyg, Tetarg, Testes, Sepsep, Rusnit, Roeroe, Rhihip, Rhifer, Rhieur, Rhasp, Ratnor, Plemac, Pleaus, Pleaur, Plasab, Plaint, Plafal, Plaalb, Plaaff, Pippyg, Pippip, Pipnat, piaf, Phofem, Phanan, Phafal, Nycnoc, Nyclei, Nyclas, Myonat, Myomys, MyoGT, Myoema, Myodau, Myogla, Myocap, Myobec, Myoalc, Mussp, Minsch, Mimasp, Micagr, Metbra, mamm, Leppun, Lepbos, Lepalb, Lamsp., Isopyr, Inssp8, Inssp7, Inssp5, Insp12, Insp11, Insp10, Hypsav, gril, Eupsp, Eptser, Eptnil, Epheph, Decalb, Cyrscu, Cympud, criq, Confus, Tetarg, Barfis, Barbar, Antsp, amph;"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230712_000;0.0;2.4;153.0;noise;0.98;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230715_000;0.3;5.0;154.0;noise;0.94;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230720_000;0.0;0.7;153.0;noise;0.98;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230723_000;0.3;2.1;153.0;noise;0.94;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230725_000;1.9;2.7;15.0;noise;0.69;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230725_000;0.3;2.1;14.0;Phogri;0.03;Phanan, Tetvir, Pippip;"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230725_000;0.0;4.0;153.0;Rhihip;0.23;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230730_000;0.3;2.4;154.0;noise;0.94;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230732_000;0.4;2.4;154.0;noise;0.95;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230732_000;0.3;0.5;14.0;Tadten;0.03;Phogri, Tetvir, Pipkuh, Nyclei;"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230742_000;0.4;0.5;15.0;Phogri;0.03;Epheph, Tetvir;"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230742_000;0.3;2.4;154.0;noise;0.87;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230742_000;0.3;0.5;12.0;piaf;0.11;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230750_000;0.3;1.2;14.0;noise;0.82;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230750_000;0.2;3.9;153.0;Rhihip;0.11;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230750_000;1.9;2.1;11.0;Tetvir;0.02;Pipkuh, Nyclei, Yposp, Yerray, Yerbey, Vesmur, Urosp, Tyllil, Thycor, Tetpyg, Tetarg, Testes, Tadten, Sepsep, Rusnit, Roeroe, Rhifer, Rhieur, Rhasp, Ratnor, Plemac, Pleaus, Pleaur, Plasab, Plaint, Plafal, Plaalb, Plaaff, Pippyg, Pippip, Pipnat, piaf, Phogri, Phofem, Phanan, Phafal, Nycnoc, Nyclas, Myonat, Myomys, MyoGT, Myoema, Myodau, Myogla, Myocap, Myobec, Myoalc, Mussp, Minsch, Mimasp, Micagr, Metbra, mamm, Leppun, Lepbos, Lepalb, Lamsp., Isopyr, Inssp8, Inssp7, Inssp5, Insp12, Insp11, Insp10, Hypsav, gril, Eupsp, Eptser, Eptnil, Epheph, Decalb, Cyrscu, Cympud, criq, Confus, Tetarg, Barfis, Barbar, Antsp, amph;"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230803_000;0.4;5.0;154.0;noise;0.97;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230803_000;0.3;4.8;11.0;Tetvir;0.02;Tadten, Pipkuh, Nyclei, Yposp, Yerray, Yerbey, Vesmur, Urosp, Tyllil, Thycor, Tetpyg, Tetarg, Testes, Sepsep, Rusnit, Roeroe, Rhihip, Rhifer, Rhieur, Rhasp, Ratnor, Plemac, Pleaus, Pleaur, Plasab, Plaint, Plafal, Plaalb, Plaaff, Pippyg, Pippip, Pipnat, piaf, Phogri, Phofem, Phanan, Phafal, Nycnoc, Nyclas, Myonat, Myomys, MyoGT, Myoema, Myodau, Myogla, Myocap, Myobec, Myoalc, Mussp, Minsch, Mimasp, Micagr, Metbra, mamm, Leppun, Lepbos, Lepalb, Lamsp., Isopyr, Inssp8, Inssp7, Inssp5, Insp12, Insp11, Insp10, Hypsav, gril, Eupsp, Eptser, Eptnil, Epheph, Decalb, Cyrscu, Cympud, criq, Confus, Tetarg, Barfis, Barbar, Antsp, amph;"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230808_000;0.0;1.7;153.0;noise;0.95;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230812_000;0.4;2.0;154.0;noise;0.9;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230812_000;0.3;0.5;10.0;piaf;0.08;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230812_000;1.8;1.9;50.0;Pippip;0.76;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230816_000;0.4;5.0;153.0;noise;0.96;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230816_000;0.0;5.0;77.0;Pippip;0.98;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230821_000;0.0;5.0;153.0;noise;0.97;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230821_000;0.1;4.9;48.0;Pippip;0.99;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230821_000;0.8;4.2;12.0;Tetvir;0.02;Tadten, Pipkuh, piaf, Phogri, Yposp, Yerray, Yerbey, Vesmur, Urosp, Tyllil, Thycor, Tetpyg, Tetarg, Testes, Sepsep, Rusnit, Roeroe, Rhihip, Rhifer, Rhieur, Rhasp, Ratnor, Plemac, Pleaus, Pleaur, Plasab, Plaint, Plafal, Plaalb, Plaaff, Pippyg, Pipnat, Phofem, Phanan, Phafal, Nycnoc, Nyclei, Nyclas, Myonat, Myomys, MyoGT, Myoema, Myodau, Myogla, Myocap, Myobec, Myoalc, Mussp, Minsch, Mimasp, Micagr, Metbra, mamm, Leppun, Lepbos, Lepalb, Lamsp., Isopyr, Inssp8, Inssp7, Inssp5, Insp12, Insp11, Insp10, Hypsav, gril, Eupsp, Eptser, Eptnil, Epheph, Decalb, Cyrscu, Cympud, criq, Confus, Tetarg, Barfis, Barbar, Antsp, amph;"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230826_000;0.0;4.5;154.0;noise;0.98;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230826_000;0.0;2.7;11.0;Tadten;0.04;Tetvir, Pipkuh, piaf, Phogri;"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230831_000;0.4;4.0;153.0;noise;0.92;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230831_000;2.0;2.1;14.0;Phogri;0.05;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230831_000;0.3;2.1;14.0;Tadten;0.05;"""";"""";"""";"""";""""
Car640380-2026-Pass2-Z1-PaRecPR1925492_20260422_230835_000;0.0;2.3;153.0;noise;0.98;"""";"""";"""";"""";""""
